# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 0 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'x', 'edge_index', 'y'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.5629 PR 0.1808 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4859 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 288: test-all ROC 0.7650 PR 0.4017 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6795 | tau+ 0.500 | veto 4276
[OUTPOST-v4] epoch 289: test-all ROC 0.7653 PR 0.4025 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6800 | tau+ 0.500 | veto 4510
[OUTPOST-v4] epoch 290: test-all ROC 0.7656 PR 0.4032 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6810 | tau+ 0.500 | veto 4935
[OUTPOST-v4] epoch 291: test-all ROC 0.7657 PR 0.4037 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6804 | tau+ 0.500 | veto 5293
[OUTPOST-v4] epoch 292: test-all ROC 0.7657 PR 0.4041 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6797 | tau+ 0.500 | veto 5027
[OUTPOST-v4] epoch 293: test-all ROC 0.7660 PR 0.4048 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6792 | tau+ 0.500 | veto 4543
[OUTPOST-v4] epoch 294: test-all ROC 0.7665 PR 0.4056 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6793 | tau+ 0.500 | veto 4501
[OUTPOST-v4] epoch 295: test-all ROC 0.7668 PR 0.4064 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6796 | tau+ 0.500 | veto 4969
[OUTPOST-v4] epoch 296: test-all ROC 0.7667 PR 0.4066 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6787 | tau+ 0.500 | veto 5224
[OUTPOST-v4] epoch 297: test-all ROC 0.7668 PR 0.4071 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6785 | tau+ 0.500 | veto 4864
[OUTPOST-v4] epoch 298: test-all ROC 0.7672 PR 0.4078 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6787 | tau+ 0.500 | veto 4961
[OUTPOST-v4] epoch 299: test-all ROC 0.7674 PR 0.4084 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6794 | tau+ 0.500 | veto 5533
[OUTPOST-v4] epoch 300: test-all ROC 0.7672 PR 0.4086 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6781 | tau+ 0.500 | veto 6014
[OUTPOST-v4] epoch 301: test-all ROC 0.7672 PR 0.4089 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6777 | tau+ 0.500 | veto 5769
[OUTPOST-v4] epoch 302: test-all ROC 0.7675 PR 0.4096 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6780 | tau+ 0.500 | veto 5725
[OUTPOST-v4] epoch 303: test-all ROC 0.7679 PR 0.4103 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6780 | tau+ 0.500 | veto 6092
[OUTPOST-v4] epoch 304: test-all ROC 0.7680 PR 0.4107 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6781 | tau+ 0.500 | veto 6659
[OUTPOST-v4] epoch 305: test-all ROC 0.7680 PR 0.4112 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6781 | tau+ 0.500 | veto 6421
[OUTPOST-v4] epoch 306: test-all ROC 0.7685 PR 0.4120 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6793 | tau+ 0.500 | veto 5887
[OUTPOST-v4] epoch 307: test-all ROC 0.7689 PR 0.4127 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6799 | tau+ 0.500 | veto 6449
[OUTPOST-v4] epoch 308: test-all ROC 0.7690 PR 0.4133 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6799 | tau+ 0.500 | veto 6437
[OUTPOST-v4] epoch 309: test-all ROC 0.7693 PR 0.4137 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6803 | tau+ 0.500 | veto 6370
[OUTPOST-v4] epoch 310: test-all ROC 0.7694 PR 0.4141 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6804 | tau+ 0.500 | veto 6656
[OUTPOST-v4] epoch 311: test-all ROC 0.7693 PR 0.4141 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6799 | tau+ 0.500 | veto 6297
[OUTPOST-v4] epoch 312: test-all ROC 0.7695 PR 0.4143 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6787 | tau+ 0.500 | veto 6138
[OUTPOST-v4] epoch 313: test-all ROC 0.7698 PR 0.4147 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6793 | tau+ 0.500 | veto 6352
[OUTPOST-v4] epoch 314: test-all ROC 0.7699 PR 0.4150 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6794 | tau+ 0.500 | veto 6787
[OUTPOST-v4] epoch 315: test-all ROC 0.7700 PR 0.4155 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6792 | tau+ 0.500 | veto 6710
[OUTPOST-v4] epoch 316: test-all ROC 0.7702 PR 0.4163 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6788 | tau+ 0.500 | veto 6319
[OUTPOST-v4] epoch 317: test-all ROC 0.7705 PR 0.4170 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6802 | tau+ 0.500 | veto 6321
[OUTPOST-v4] epoch 318: test-all ROC 0.7708 PR 0.4178 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6805 | tau+ 0.500 | veto 6717
[OUTPOST-v4] epoch 319: test-all ROC 0.7709 PR 0.4184 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6802 | tau+ 0.500 | veto 6779
[OUTPOST-v4] epoch 320: test-all ROC 0.7708 PR 0.4187 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6798 | tau+ 0.500 | veto 6714
[OUTPOST-v4] epoch 321: test-all ROC 0.7711 PR 0.4194 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6793 | tau+ 0.500 | veto 6142
[OUTPOST-v4] epoch 322: test-all ROC 0.7711 PR 0.4200 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6804 | tau+ 0.500 | veto 6814
[OUTPOST-v4] epoch 323: test-all ROC 0.7711 PR 0.4202 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6788 | tau+ 0.500 | veto 6990
[OUTPOST-v4] epoch 324: test-all ROC 0.7712 PR 0.4207 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6794 | tau+ 0.500 | veto 6570
[OUTPOST-v4] epoch 325: test-all ROC 0.7712 PR 0.4211 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6792 | tau+ 0.500 | veto 6860
[OUTPOST-v4] epoch 326: test-all ROC 0.7712 PR 0.4214 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6784 | tau+ 0.500 | veto 6875
[OUTPOST-v4] epoch 327: test-all ROC 0.7711 PR 0.4214 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6776 | tau+ 0.500 | veto 6639
[OUTPOST-v4] epoch 328: test-all ROC 0.7712 PR 0.4219 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6773 | tau+ 0.500 | veto 6224
[OUTPOST-v4] epoch 329: test-all ROC 0.7712 PR 0.4223 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6768 | tau+ 0.500 | veto 6675
[OUTPOST-v4] epoch 330: test-all ROC 0.7711 PR 0.4224 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6762 | tau+ 0.500 | veto 6864
[OUTPOST-v4] epoch 331: test-all ROC 0.7711 PR 0.4228 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6759 | tau+ 0.500 | veto 6330
[OUTPOST-v4] epoch 332: test-all ROC 0.7713 PR 0.4232 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6768 | tau+ 0.500 | veto 6798
[OUTPOST-v4] epoch 333: test-all ROC 0.7711 PR 0.4235 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6757 | tau+ 0.500 | veto 7537
[OUTPOST-v4] epoch 334: test-all ROC 0.7709 PR 0.4236 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6756 | tau+ 0.500 | veto 7141
[OUTPOST-v4] epoch 335: test-all ROC 0.7711 PR 0.4244 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6756 | tau+ 0.500 | veto 6291
[OUTPOST-v4] epoch 336: test-all ROC 0.7713 PR 0.4249 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6751 | tau+ 0.500 | veto 7491
[OUTPOST-v4] epoch 337: test-all ROC 0.7708 PR 0.4247 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6736 | tau+ 0.500 | veto 8084
[OUTPOST-v4] epoch 338: test-all ROC 0.7705 PR 0.4246 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6726 | tau+ 0.500 | veto 6681
[OUTPOST-v4] epoch 339: test-all ROC 0.7709 PR 0.4254 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6736 | tau+ 0.500 | veto 5741
[OUTPOST-v4] epoch 340: test-all ROC 0.7712 PR 0.4259 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6739 | tau+ 0.500 | veto 7000
[OUTPOST-v4] epoch 341: test-all ROC 0.7713 PR 0.4262 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6741 | tau+ 0.500 | veto 7885
[OUTPOST-v4] epoch 342: test-all ROC 0.7711 PR 0.4263 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6734 | tau+ 0.500 | veto 7667
[OUTPOST-v4] epoch 343: test-all ROC 0.7711 PR 0.4262 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6721 | tau+ 0.500 | veto 6945
[OUTPOST-v4] epoch 344: test-all ROC 0.7714 PR 0.4266 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6730 | tau+ 0.500 | veto 6246
[OUTPOST-v4] epoch 345: test-all ROC 0.7717 PR 0.4269 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6737 | tau+ 0.500 | veto 6929
[OUTPOST-v4] epoch 346: test-all ROC 0.7716 PR 0.4267 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6717 | tau+ 0.500 | veto 7752
[OUTPOST-v4] epoch 347: test-all ROC 0.7711 PR 0.4259 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6685 | tau+ 0.500 | veto 7411
[OUTPOST-v4] epoch 348: test-all ROC 0.7715 PR 0.4262 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6696 | tau+ 0.500 | veto 5988
[OUTPOST-v4] epoch 349: test-all ROC 0.7719 PR 0.4269 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6723 | tau+ 0.500 | veto 6832
[OUTPOST-v4] epoch 350: test-all ROC 0.7718 PR 0.4269 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6714 | tau+ 0.500 | veto 7820
[OUTPOST-v4] epoch 351: test-all ROC 0.7716 PR 0.4268 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6696 | tau+ 0.500 | veto 7382
[OUTPOST-v4] epoch 352: test-all ROC 0.7717 PR 0.4272 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6710 | tau+ 0.500 | veto 6213
[OUTPOST-v4] epoch 353: test-all ROC 0.7721 PR 0.4281 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6746 | tau+ 0.500 | veto 6252
[OUTPOST-v4] epoch 354: test-all ROC 0.7722 PR 0.4285 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6752 | tau+ 0.500 | veto 7169
[OUTPOST-v4] epoch 355: test-all ROC 0.7722 PR 0.4285 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6747 | tau+ 0.500 | veto 7350
[OUTPOST-v4] epoch 356: test-all ROC 0.7721 PR 0.4288 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6747 | tau+ 0.500 | veto 6720
[OUTPOST-v4] epoch 357: test-all ROC 0.7722 PR 0.4292 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6742 | tau+ 0.500 | veto 6216
[OUTPOST-v4] epoch 358: test-all ROC 0.7723 PR 0.4295 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6750 | tau+ 0.500 | veto 6408
[OUTPOST-v4] epoch 359: test-all ROC 0.7722 PR 0.4295 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6736 | tau+ 0.500 | veto 6868
[OUTPOST-v4] epoch 360: test-all ROC 0.7721 PR 0.4295 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6732 | tau+ 0.500 | veto 6543
[OUTPOST-v4] epoch 361: test-all ROC 0.7719 PR 0.4294 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6735 | tau+ 0.500 | veto 6378
[OUTPOST-v4] epoch 362: test-all ROC 0.7719 PR 0.4295 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6741 | tau+ 0.500 | veto 6266
[OUTPOST-v4] epoch 363: test-all ROC 0.7718 PR 0.4296 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6742 | tau+ 0.500 | veto 6483
[OUTPOST-v4] epoch 364: test-all ROC 0.7718 PR 0.4298 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6741 | tau+ 0.500 | veto 6681
[OUTPOST-v4] epoch 365: test-all ROC 0.7716 PR 0.4299 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6734 | tau+ 0.500 | veto 6907
[OUTPOST-v4] epoch 366: test-all ROC 0.7714 PR 0.4301 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6735 | tau+ 0.500 | veto 6339
[OUTPOST-v4] epoch 367: test-all ROC 0.7714 PR 0.4305 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6746 | tau+ 0.500 | veto 6218
[OUTPOST-v4] epoch 368: test-all ROC 0.7714 PR 0.4310 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6754 | tau+ 0.500 | veto 6520
[OUTPOST-v4] epoch 369: test-all ROC 0.7713 PR 0.4311 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6748 | tau+ 0.500 | veto 7081
[OUTPOST-v4] epoch 370: test-all ROC 0.7711 PR 0.4313 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6740 | tau+ 0.500 | veto 6968
[OUTPOST-v4] epoch 371: test-all ROC 0.7709 PR 0.4315 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6723 | tau+ 0.500 | veto 6490
[OUTPOST-v4] epoch 372: test-all ROC 0.7710 PR 0.4318 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6726 | tau+ 0.500 | veto 5893
[OUTPOST-v4] epoch 373: test-all ROC 0.7712 PR 0.4325 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6748 | tau+ 0.500 | veto 6206
[OUTPOST-v4] epoch 374: test-all ROC 0.7711 PR 0.4326 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6747 | tau+ 0.500 | veto 6949
[OUTPOST-v4] epoch 375: test-all ROC 0.7709 PR 0.4323 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6736 | tau+ 0.500 | veto 6951
[OUTPOST-v4] epoch 376: test-all ROC 0.7709 PR 0.4323 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6732 | tau+ 0.500 | veto 6004
[OUTPOST-v4] epoch 377: test-all ROC 0.7708 PR 0.4321 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6730 | tau+ 0.500 | veto 6128
[OUTPOST-v4] epoch 378: test-all ROC 0.7708 PR 0.4321 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6723 | tau+ 0.500 | veto 6007
[OUTPOST-v4] epoch 379: test-all ROC 0.7707 PR 0.4316 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6711 | tau+ 0.500 | veto 6502
[OUTPOST-v4] epoch 380: test-all ROC 0.7704 PR 0.4310 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6699 | tau+ 0.500 | veto 6452
[OUTPOST-v4] epoch 381: test-all ROC 0.7704 PR 0.4310 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6706 | tau+ 0.500 | veto 5827
[OUTPOST-v4] epoch 382: test-all ROC 0.7706 PR 0.4311 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6714 | tau+ 0.500 | veto 6091
[OUTPOST-v4] epoch 383: test-all ROC 0.7707 PR 0.4313 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6718 | tau+ 0.500 | veto 6419
[OUTPOST-v4] epoch 384: test-all ROC 0.7709 PR 0.4319 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6735 | tau+ 0.500 | veto 6517
[OUTPOST-v4] epoch 385: test-all ROC 0.7712 PR 0.4325 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6755 | tau+ 0.500 | veto 6487
[OUTPOST-v4] epoch 386: test-all ROC 0.7711 PR 0.4331 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6758 | tau+ 0.500 | veto 6988
[OUTPOST-v4] epoch 387: test-all ROC 0.7711 PR 0.4334 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6753 | tau+ 0.500 | veto 6616
[OUTPOST-v4] epoch 388: test-all ROC 0.7712 PR 0.4335 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6756 | tau+ 0.500 | veto 6170
[OUTPOST-v4] epoch 389: test-all ROC 0.7714 PR 0.4335 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6749 | tau+ 0.500 | veto 6049
[OUTPOST-v4] epoch 390: test-all ROC 0.7713 PR 0.4328 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6733 | tau+ 0.500 | veto 6234
[OUTPOST-v4] epoch 391: test-all ROC 0.7711 PR 0.4321 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6705 | tau+ 0.500 | veto 5804
[OUTPOST-v4] epoch 392: test-all ROC 0.7710 PR 0.4314 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6700 | tau+ 0.500 | veto 5661
[OUTPOST-v4] epoch 393: test-all ROC 0.7708 PR 0.4307 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6688 | tau+ 0.500 | veto 5846
[OUTPOST-v4] epoch 394: test-all ROC 0.7711 PR 0.4315 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6707 | tau+ 0.500 | veto 5582
[OUTPOST-v4] epoch 395: test-all ROC 0.7714 PR 0.4330 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6742 | tau+ 0.500 | veto 6240
[OUTPOST-v4] epoch 396: test-all ROC 0.7712 PR 0.4341 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6746 | tau+ 0.500 | veto 6726
[OUTPOST-v4] epoch 397: test-all ROC 0.7712 PR 0.4355 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6761 | tau+ 0.500 | veto 5762
[OUTPOST-v4] epoch 398: test-all ROC 0.7713 PR 0.4366 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6807 | tau+ 0.500 | veto 5355
[OUTPOST-v4] epoch 399: test-all ROC 0.7711 PR 0.4370 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6804 | tau+ 0.500 | veto 6579
  rotation 1: ROC 0.7723 PR 0.4370
[yelp] params 11714, peak GPU 1.15 GB, 42.4 min total

[yelp] AGGREGATE  best-over-epochs: ROC 0.7723 PR 0.4370
[yelp] AGGREGATE  val-selected:     ROC 0.7656 PR 0.4032
row appended to results/results.csv
