# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 42 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'y', 'edge_index', 'x'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.4977 PR 0.1567 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5648 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 288: test-all ROC 0.7505 PR 0.3654 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7280 | tau+ 0.500 | veto 4641
[OUTPOST-v4] epoch 289: test-all ROC 0.7507 PR 0.3661 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7284 | tau+ 0.500 | veto 4920
[OUTPOST-v4] epoch 290: test-all ROC 0.7508 PR 0.3671 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7292 | tau+ 0.500 | veto 4899
[OUTPOST-v4] epoch 291: test-all ROC 0.7510 PR 0.3685 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7295 | tau+ 0.500 | veto 4981
[OUTPOST-v4] epoch 292: test-all ROC 0.7511 PR 0.3701 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7310 | tau+ 0.500 | veto 4763
[OUTPOST-v4] epoch 293: test-all ROC 0.7513 PR 0.3705 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7316 | tau+ 0.500 | veto 4660
[OUTPOST-v4] epoch 294: test-all ROC 0.7515 PR 0.3706 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7311 | tau+ 0.500 | veto 5075
[OUTPOST-v4] epoch 295: test-all ROC 0.7515 PR 0.3711 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7314 | tau+ 0.500 | veto 5111
[OUTPOST-v4] epoch 296: test-all ROC 0.7515 PR 0.3710 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7306 | tau+ 0.500 | veto 4573
[OUTPOST-v4] epoch 297: test-all ROC 0.7515 PR 0.3709 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7301 | tau+ 0.500 | veto 4688
[OUTPOST-v4] epoch 298: test-all ROC 0.7514 PR 0.3720 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7312 | tau+ 0.500 | veto 5209
[OUTPOST-v4] epoch 299: test-all ROC 0.7513 PR 0.3737 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7315 | tau+ 0.500 | veto 4837
[OUTPOST-v4] epoch 300: test-all ROC 0.7513 PR 0.3744 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7322 | tau+ 0.500 | veto 4740
[OUTPOST-v4] epoch 301: test-all ROC 0.7513 PR 0.3752 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7321 | tau+ 0.500 | veto 5030
[OUTPOST-v4] epoch 302: test-all ROC 0.7511 PR 0.3769 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7335 | tau+ 0.500 | veto 4945
[OUTPOST-v4] epoch 303: test-all ROC 0.7512 PR 0.3762 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7330 | tau+ 0.500 | veto 4608
[OUTPOST-v4] epoch 304: test-all ROC 0.7512 PR 0.3754 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7325 | tau+ 0.500 | veto 5016
[OUTPOST-v4] epoch 305: test-all ROC 0.7511 PR 0.3752 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7321 | tau+ 0.500 | veto 5120
[OUTPOST-v4] epoch 306: test-all ROC 0.7510 PR 0.3751 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7313 | tau+ 0.500 | veto 4703
[OUTPOST-v4] epoch 307: test-all ROC 0.7509 PR 0.3731 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7280 | tau+ 0.500 | veto 4561
[OUTPOST-v4] epoch 308: test-all ROC 0.7508 PR 0.3734 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7274 | tau+ 0.500 | veto 5349
[OUTPOST-v4] epoch 309: test-all ROC 0.7508 PR 0.3731 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7272 | tau+ 0.500 | veto 4858
[OUTPOST-v4] epoch 310: test-all ROC 0.7507 PR 0.3724 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7265 | tau+ 0.500 | veto 4673
[OUTPOST-v4] epoch 311: test-all ROC 0.7505 PR 0.3729 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7264 | tau+ 0.500 | veto 5054
[OUTPOST-v4] epoch 312: test-all ROC 0.7504 PR 0.3746 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7274 | tau+ 0.500 | veto 4920
[OUTPOST-v4] epoch 313: test-all ROC 0.7501 PR 0.3746 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7270 | tau+ 0.500 | veto 4643
[OUTPOST-v4] epoch 314: test-all ROC 0.7499 PR 0.3754 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7273 | tau+ 0.500 | veto 4951
[OUTPOST-v4] epoch 315: test-all ROC 0.7498 PR 0.3755 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7274 | tau+ 0.500 | veto 4972
[OUTPOST-v4] epoch 316: test-all ROC 0.7498 PR 0.3736 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7265 | tau+ 0.500 | veto 4619
[OUTPOST-v4] epoch 317: test-all ROC 0.7499 PR 0.3729 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7266 | tau+ 0.500 | veto 4912
[OUTPOST-v4] epoch 318: test-all ROC 0.7500 PR 0.3746 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7287 | tau+ 0.500 | veto 5167
[OUTPOST-v4] epoch 319: test-all ROC 0.7501 PR 0.3748 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7292 | tau+ 0.500 | veto 4584
[OUTPOST-v4] epoch 320: test-all ROC 0.7501 PR 0.3732 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7280 | tau+ 0.500 | veto 4401
[OUTPOST-v4] epoch 321: test-all ROC 0.7500 PR 0.3734 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7275 | tau+ 0.500 | veto 5117
[OUTPOST-v4] epoch 322: test-all ROC 0.7501 PR 0.3750 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7287 | tau+ 0.500 | veto 5135
[OUTPOST-v4] epoch 323: test-all ROC 0.7500 PR 0.3768 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7301 | tau+ 0.500 | veto 4429
[OUTPOST-v4] epoch 324: test-all ROC 0.7499 PR 0.3759 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7295 | tau+ 0.500 | veto 4350
[OUTPOST-v4] epoch 325: test-all ROC 0.7498 PR 0.3763 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7306 | tau+ 0.500 | veto 5494
[OUTPOST-v4] epoch 326: test-all ROC 0.7498 PR 0.3774 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7310 | tau+ 0.500 | veto 5180
[OUTPOST-v4] epoch 327: test-all ROC 0.7499 PR 0.3769 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7313 | tau+ 0.500 | veto 4356
[OUTPOST-v4] epoch 328: test-all ROC 0.7501 PR 0.3747 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7302 | tau+ 0.500 | veto 4653
[OUTPOST-v4] epoch 329: test-all ROC 0.7504 PR 0.3758 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7303 | tau+ 0.500 | veto 5786
[OUTPOST-v4] epoch 330: test-all ROC 0.7507 PR 0.3792 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7319 | tau+ 0.500 | veto 5267
[OUTPOST-v4] epoch 331: test-all ROC 0.7509 PR 0.3775 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7318 | tau+ 0.500 | veto 3913
[OUTPOST-v4] epoch 332: test-all ROC 0.7508 PR 0.3760 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7306 | tau+ 0.500 | veto 4949
[OUTPOST-v4] epoch 333: test-all ROC 0.7508 PR 0.3776 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7310 | tau+ 0.500 | veto 5831
[OUTPOST-v4] epoch 334: test-all ROC 0.7508 PR 0.3800 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7307 | tau+ 0.500 | veto 5339
[OUTPOST-v4] epoch 335: test-all ROC 0.7506 PR 0.3798 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7310 | tau+ 0.500 | veto 4136
[OUTPOST-v4] epoch 336: test-all ROC 0.7504 PR 0.3787 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7298 | tau+ 0.500 | veto 4635
[OUTPOST-v4] epoch 337: test-all ROC 0.7504 PR 0.3796 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7302 | tau+ 0.500 | veto 5486
[OUTPOST-v4] epoch 338: test-all ROC 0.7503 PR 0.3811 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7308 | tau+ 0.500 | veto 5269
[OUTPOST-v4] epoch 339: test-all ROC 0.7502 PR 0.3808 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7299 | tau+ 0.500 | veto 4602
[OUTPOST-v4] epoch 340: test-all ROC 0.7502 PR 0.3785 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7296 | tau+ 0.500 | veto 4617
[OUTPOST-v4] epoch 341: test-all ROC 0.7502 PR 0.3784 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7289 | tau+ 0.500 | veto 5282
[OUTPOST-v4] epoch 342: test-all ROC 0.7503 PR 0.3798 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7300 | tau+ 0.500 | veto 5158
[OUTPOST-v4] epoch 343: test-all ROC 0.7503 PR 0.3799 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7291 | tau+ 0.500 | veto 4568
[OUTPOST-v4] epoch 344: test-all ROC 0.7502 PR 0.3790 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7284 | tau+ 0.500 | veto 4881
[OUTPOST-v4] epoch 345: test-all ROC 0.7502 PR 0.3796 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7281 | tau+ 0.500 | veto 5514
[OUTPOST-v4] epoch 346: test-all ROC 0.7503 PR 0.3819 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7305 | tau+ 0.500 | veto 5300
[OUTPOST-v4] epoch 347: test-all ROC 0.7504 PR 0.3826 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7310 | tau+ 0.500 | veto 4712
[OUTPOST-v4] epoch 348: test-all ROC 0.7504 PR 0.3825 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7309 | tau+ 0.500 | veto 4901
[OUTPOST-v4] epoch 349: test-all ROC 0.7505 PR 0.3825 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7312 | tau+ 0.500 | veto 5383
[OUTPOST-v4] epoch 350: test-all ROC 0.7507 PR 0.3840 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7310 | tau+ 0.500 | veto 5500
[OUTPOST-v4] epoch 351: test-all ROC 0.7508 PR 0.3845 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7311 | tau+ 0.500 | veto 4827
[OUTPOST-v4] epoch 352: test-all ROC 0.7509 PR 0.3829 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7298 | tau+ 0.500 | veto 4626
[OUTPOST-v4] epoch 353: test-all ROC 0.7510 PR 0.3830 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7294 | tau+ 0.500 | veto 5383
[OUTPOST-v4] epoch 354: test-all ROC 0.7512 PR 0.3845 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7306 | tau+ 0.500 | veto 5512
[OUTPOST-v4] epoch 355: test-all ROC 0.7514 PR 0.3849 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7308 | tau+ 0.500 | veto 4875
[OUTPOST-v4] epoch 356: test-all ROC 0.7513 PR 0.3833 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7300 | tau+ 0.500 | veto 4580
[OUTPOST-v4] epoch 357: test-all ROC 0.7512 PR 0.3825 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7305 | tau+ 0.500 | veto 5206
[OUTPOST-v4] epoch 358: test-all ROC 0.7512 PR 0.3835 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7305 | tau+ 0.500 | veto 5609
[OUTPOST-v4] epoch 359: test-all ROC 0.7511 PR 0.3841 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7315 | tau+ 0.500 | veto 5063
[OUTPOST-v4] epoch 360: test-all ROC 0.7508 PR 0.3828 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7306 | tau+ 0.500 | veto 4680
[OUTPOST-v4] epoch 361: test-all ROC 0.7506 PR 0.3828 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7313 | tau+ 0.500 | veto 5428
[OUTPOST-v4] epoch 362: test-all ROC 0.7507 PR 0.3854 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7338 | tau+ 0.500 | veto 5756
[OUTPOST-v4] epoch 363: test-all ROC 0.7507 PR 0.3870 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7353 | tau+ 0.500 | veto 4900
[OUTPOST-v4] epoch 364: test-all ROC 0.7506 PR 0.3849 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7365 | tau+ 0.500 | veto 4429
[OUTPOST-v4] epoch 365: test-all ROC 0.7505 PR 0.3847 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7383 | tau+ 0.500 | veto 5474
[OUTPOST-v4] epoch 366: test-all ROC 0.7507 PR 0.3855 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7380 | tau+ 0.500 | veto 5718
[OUTPOST-v4] epoch 367: test-all ROC 0.7506 PR 0.3856 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7375 | tau+ 0.500 | veto 5064
[OUTPOST-v4] epoch 368: test-all ROC 0.7503 PR 0.3830 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7367 | tau+ 0.500 | veto 4613
[OUTPOST-v4] epoch 369: test-all ROC 0.7500 PR 0.3813 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7355 | tau+ 0.500 | veto 5282
[OUTPOST-v4] epoch 370: test-all ROC 0.7499 PR 0.3822 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7355 | tau+ 0.500 | veto 5709
[OUTPOST-v4] epoch 371: test-all ROC 0.7499 PR 0.3840 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7355 | tau+ 0.500 | veto 5283
[OUTPOST-v4] epoch 372: test-all ROC 0.7498 PR 0.3831 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7343 | tau+ 0.500 | veto 4553
[OUTPOST-v4] epoch 373: test-all ROC 0.7496 PR 0.3825 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7328 | tau+ 0.500 | veto 5176
[OUTPOST-v4] epoch 374: test-all ROC 0.7498 PR 0.3849 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7331 | tau+ 0.500 | veto 5942
[OUTPOST-v4] epoch 375: test-all ROC 0.7498 PR 0.3879 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7349 | tau+ 0.500 | veto 5579
[OUTPOST-v4] epoch 376: test-all ROC 0.7497 PR 0.3877 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7330 | tau+ 0.500 | veto 4826
[OUTPOST-v4] epoch 377: test-all ROC 0.7497 PR 0.3853 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7308 | tau+ 0.500 | veto 5232
[OUTPOST-v4] epoch 378: test-all ROC 0.7497 PR 0.3845 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7293 | tau+ 0.500 | veto 5906
[OUTPOST-v4] epoch 379: test-all ROC 0.7498 PR 0.3849 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7283 | tau+ 0.500 | veto 5753
[OUTPOST-v4] epoch 380: test-all ROC 0.7498 PR 0.3848 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7276 | tau+ 0.500 | veto 5340
[OUTPOST-v4] epoch 381: test-all ROC 0.7496 PR 0.3832 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7269 | tau+ 0.500 | veto 5226
[OUTPOST-v4] epoch 382: test-all ROC 0.7495 PR 0.3835 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7284 | tau+ 0.500 | veto 5695
[OUTPOST-v4] epoch 383: test-all ROC 0.7494 PR 0.3848 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7294 | tau+ 0.500 | veto 5745
[OUTPOST-v4] epoch 384: test-all ROC 0.7494 PR 0.3862 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7304 | tau+ 0.500 | veto 5519
[OUTPOST-v4] epoch 385: test-all ROC 0.7494 PR 0.3869 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7315 | tau+ 0.500 | veto 5391
[OUTPOST-v4] epoch 386: test-all ROC 0.7492 PR 0.3856 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7318 | tau+ 0.500 | veto 5382
[OUTPOST-v4] epoch 387: test-all ROC 0.7492 PR 0.3859 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7329 | tau+ 0.500 | veto 5986
[OUTPOST-v4] epoch 388: test-all ROC 0.7494 PR 0.3870 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7338 | tau+ 0.500 | veto 5718
[OUTPOST-v4] epoch 389: test-all ROC 0.7494 PR 0.3875 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7354 | tau+ 0.500 | veto 5457
[OUTPOST-v4] epoch 390: test-all ROC 0.7495 PR 0.3867 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7349 | tau+ 0.500 | veto 5268
[OUTPOST-v4] epoch 391: test-all ROC 0.7498 PR 0.3874 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7356 | tau+ 0.500 | veto 5558
[OUTPOST-v4] epoch 392: test-all ROC 0.7501 PR 0.3873 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7350 | tau+ 0.500 | veto 5534
[OUTPOST-v4] epoch 393: test-all ROC 0.7504 PR 0.3872 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7344 | tau+ 0.500 | veto 5677
[OUTPOST-v4] epoch 394: test-all ROC 0.7505 PR 0.3860 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7333 | tau+ 0.500 | veto 5612
[OUTPOST-v4] epoch 395: test-all ROC 0.7509 PR 0.3868 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7329 | tau+ 0.500 | veto 5825
[OUTPOST-v4] epoch 396: test-all ROC 0.7511 PR 0.3882 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7326 | tau+ 0.500 | veto 5436
[OUTPOST-v4] epoch 397: test-all ROC 0.7511 PR 0.3901 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7350 | tau+ 0.500 | veto 5524
[OUTPOST-v4] epoch 398: test-all ROC 0.7508 PR 0.3928 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7365 | tau+ 0.500 | veto 5853
[OUTPOST-v4] epoch 399: test-all ROC 0.7508 PR 0.3947 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7381 | tau+ 0.500 | veto 5789
  rotation 1: ROC 0.7515 PR 0.3947
[yelp] params 11714, peak GPU 1.15 GB, 42.5 min total

[yelp] AGGREGATE  best-over-epochs: ROC 0.7515 PR 0.3947
[yelp] AGGREGATE  val-selected:     ROC 0.7505 PR 0.3847
row appended to results/results.csv
